Name,Mass (MJ),Radius (RJ),Period (days),Semi-major axis (AU),Discovery method,Disc. Year,Distance (ly),Host star mass (M☉),Host star temp. (K),Remarks,distance (clean),mass (clean),radius (clean),star mass (clean),star temp (clean),Distance_Radius_Interaction,star_mass_bin
HD 27894 d,5.415,0.213,5174,5.448,radial vel.,Not Specified,138.2,0.8,4875,[17],138.2,5.415,0.213,0.8,4875,29.4366,"(-0.00354, 5.905]"
HD 29021 b,2.4,0.213,1362.3,2.28,radial vel.,Not Specified,100,0.85,5560,[14],100,2.4,0.213,0.85,5560,21.3,"(-0.00354, 5.905]"
HD 34445 c,0.168,0.213,214.67,0.7181,radial vel.,Not Specified,146.8,1.07,5836,[18] Likely a false positive[19],146.8,0.168,0.213,1.07,5836,31.2684,"(-0.00354, 5.905]"
HD 34445 d,0.097,0.213,117.87,0.4817,radial vel.,Not Specified,146.8,1.07,5836,[18] Likely a false positive[19],146.8,0.097,0.213,1.07,5836,31.2684,"(-0.00354, 5.905]"
HD 34445 e,0.0529,0.213,49.18,0.2687,radial vel.,Not Specified,146.8,1.07,5836,[18] Likely a false positive[19],146.8,0.0529,0.213,1.07,5836,31.2684,"(-0.00354, 5.905]"
HD 34445 f,0.119,0.213,676.8,1.543,radial vel.,Not Specified,146.8,1.07,5836,[18] Likely a false positive[19],146.8,0.119,0.213,1.07,5836,31.2684,"(-0.00354, 5.905]"
HD 34445 g,0.38,0.213,5700,6.36,radial vel.,Not Specified,146.8,1.07,5836,[18] Likely a false positive[19],146.8,0.38,0.213,1.07,5836,31.2684,"(-0.00354, 5.905]"
HD 40956 b,2.7,0.213,578.6,1.4,radial vel.,Not Specified,385,2,4869,[20],385,2.7,0.213,2,4869,82.005,"(-0.00354, 5.905]"
HD 42012 b,1.6,0.213,857.5,1.67,radial vel.,Not Specified,121,0.83,5405,[14],121,1.6,0.213,0.83,5405,25.773,"(-0.00354, 5.905]"
HD 45184 c,0.0277,0.213,13.14,0.11,radial vel.,Not Specified,71.4,1.03,5869,[21],71.4,0.0277,0.213,1.03,5869,15.2082,"(-0.00354, 5.905]"
HD 76920 b,3.93,0.213,415.89,1.149,radial vel.,Not Specified,602.7,1.17,4698,Extremely eccentric orbit around an evolved red giant[22][23][24],602.7,3.93,0.213,1.17,4698,128.3751,"(-0.00354, 5.905]"
HD 93385 Ab,0.0125,0.213,7.34,0.0749,radial vel.,Not Specified,141.6,1.04,5823,"[21] Confirmed in 2021, renamed from HD 93385 d[25]",141.6,0.0125,0.213,1.04,5823,30.1608,"(-0.00354, 5.905]"
HD 106315 b,0.0255,0.207,9.56,0.0905,transit,Not Specified,358,1.08,6277,Host star also known as K2-109[26],358,0.0255,0.207,1.08,6277,74.106,"(-0.00354, 5.905]"
HD 106315 c,0.056,0.385,21.06,0.1533,transit,Not Specified,358,1.08,6277,Host star also known as K2-109[26],358,0.056,0.385,1.08,6277,137.83,"(-0.00354, 5.905]"
HD 111591 b,4.4,0.213,1056.4,2.5,radial vel.,Not Specified,352,1.94,4884,[20],352,4.4,0.213,1.94,4884,74.976,"(-0.00354, 5.905]"
HD 113996 b,6.3,0.213,610.2,1.6,radial vel.,Not Specified,331.4,1.49,4181,[20],331.4,6.3,0.213,1.49,4181,70.5882,"(-0.00354, 5.905]"
HD 147379 b,0.0777,0.213,86.54,0.3193,radial vel.,Not Specified,35,0.58,4090,[27],35,0.0777,0.213,0.58,4090,7.455,"(-0.00354, 5.905]"
HD 176986 b,0.0181,0.213,6.49,0.06296,radial vel.,Not Specified,86.1,0.79,4931,[28],86.1,0.0181,0.213,0.79,4931,18.3393,"(-0.00354, 5.905]"
HD 176986 c,0.02888,0.213,16.82,0.11878,radial vel.,Not Specified,86.1,0.79,4931,[28],86.1,0.02888,0.213,0.79,4931,18.3393,"(-0.00354, 5.905]"
HD 177565 b,0.04751,0.213,44.5,0.246,radial vel.,Not Specified,56,1,5576,[29],56,0.04751,0.213,1,5576,11.928,"(-0.00354, 5.905]"
HD 208897 b,1.4,0.213,352.7,1.05,radial vel.,Not Specified,211,1.25,4860,[30],211,1.4,0.213,1.25,4860,44.943,"(-0.00354, 5.905]"
K2-18c,0.0236,0.213,8.96,0.06,radial vel.,Not Specified,110,0.36,3547,[32],110,0.0236,0.213,0.36,3547,23.43,"(-0.00354, 5.905]"
K2-105b,0.09439,0.369,8.27,0.081,transit,Not Specified,760,1.01,5434,[33],760,0.09439,0.369,1.01,5434,280.44,"(-0.00354, 5.905]"
K2-106b,0.0263,0.136,0.57,0.0116,transit,Not Specified,798,0.95,5470,[34] Host star also known as EPIC 220674823,798,0.0263,0.136,0.95,5470,108.528,"(-0.00354, 5.905]"
K2-106c,0.639,0.226,13.34,0.098,transit,Not Specified,830,0.93,5590,[34] Host star also known as EPIC 220674823,830,0.639,0.226,0.93,5590,187.58,"(-0.00354, 5.905]"
K2-108b,0.18689,0.471,4.73,0.0573,transit,Not Specified,1530,1.12,5474,[35],1530,0.18689,0.471,1.12,5474,720.63,"(-0.00354, 5.905]"
K2-111b,0.0271,0.17,5.35,0.0621,transit,Not Specified,680,0.88,5730,[36],680,0.0271,0.17,0.88,5730,115.6,"(-0.00354, 5.905]"
K2-114b,1.85,0.942,11.39,0.09309,transit,Not Specified,1570,0.83,5027,[37],1570,1.85,0.942,0.83,5027,1478.94,"(-0.00354, 5.905]"
K2-115b,0.84,1.115,20.27,0.1367,transit,Not Specified,1360,0.83,5560,[37],1360,0.84,1.115,0.83,5560,1516.4,"(-0.00354, 5.905]"
K2-116b,0.639,0.062,4.66,0.048,transit,Not Specified,183.1,0.69,4348,[38] Host star also known as BD-12 6259,183.1,0.639,0.062,0.69,4348,11.3522,"(-0.00354, 5.905]"
K2-117b,0.639,0.175,1.29,0.019,transit,Not Specified,333.5,0.58,3842,[39],333.5,0.639,0.175,0.58,3842,58.3625,"(-0.00354, 5.905]"
K2-117c,0.639,0.181,5.44,0.051,transit,Not Specified,333.5,0.58,3842,[39],333.5,0.639,0.181,0.58,3842,60.3635,"(-0.00354, 5.905]"
K2-118b,0.639,0.227,50.92,0.245,transit,Not Specified,1057,0.76,4726,[38],1057,0.639,0.227,0.76,4726,239.939,"(-0.00354, 5.905]"
K2-119b,0.639,0.204,7.73,0.07,transit,Not Specified,1180,0.76,4753,[38],1180,0.639,0.204,0.76,4753,240.72,"(-0.00354, 5.905]"
K2-120b,0.639,0.179,9.56,0.078,transit,Not Specified,950,0.69,4350,[38],950,0.639,0.179,0.69,4350,170.05,"(-0.00354, 5.905]"
K2-121b,0.639,0.814,5.19,0.052,transit,Not Specified,552,0.71,4471,[38],552,0.639,0.814,0.71,4471,449.328,"(-0.00354, 5.905]"
K2-122b,0.639,0.114,2.22,0.029,transit,Not Specified,236,0.63,3993,[38][39],236,0.639,0.114,0.63,3993,26.904,"(-0.00354, 5.905]"
K2-123b,0.639,0.236,30.96,0.167,transit,Not Specified,529,0.65,4076,[38][39],529,0.639,0.236,0.65,4076,124.844,"(-0.00354, 5.905]"
K2-124b,0.639,0.236,6.41,0.051,transit,Not Specified,448,0.44,3561,[38],448,0.639,0.236,0.44,3561,105.728,"(-0.00354, 5.905]"
K2-125b,0.639,0.194,21.75,0.121,transit,Not Specified,415,0.49,3654,[38],415,0.639,0.194,0.49,3654,80.51,"(-0.00354, 5.905]"
K2-126b,0.639,0.164,7.39,0.066,transit,Not Specified,332,0.7,4368,[38],332,0.639,0.164,0.7,4368,54.448,"(-0.00354, 5.905]"
K2-127b,0.639,0.773,3.59,0.041,transit,Not Specified,2370,0.7,4388,[38],2370,0.639,0.773,0.7,4388,1832.01,"(-0.00354, 5.905]"
K2-128b,0.639,0.127,5.68,0.056,transit,Not Specified,373,0.71,4470,[38],373,0.639,0.127,0.71,4470,47.371,"(-0.00354, 5.905]"
K2-129b,0.639,0.0928,8.24,0.057,transit,Not Specified,90.2,0.36,3459,[38] Host star also known as LP 868-19,90.2,0.639,0.0928,0.36,3459,8.37056,"(-0.00354, 5.905]"
K2-130b,0.639,0.112,2.49,0.032,transit,Not Specified,384.4,0.7,4356,[38],384.4,0.639,0.112,0.7,4356,43.0528,"(-0.00354, 5.905]"
K2-131b,0.017,0.152,0.37,0.0095,transit,Not Specified,501,0.84,5245,[40],501,0.017,0.152,0.84,5245,76.152,"(-0.00354, 5.905]"
K2-132b,0.639,1.3,9.18,0.098,transit,Not Specified,568,1.08,4840,[41],568,0.639,1.3,1.08,4840,738.4,"(-0.00354, 5.905]"
K2-133b [ru],0.639,0.117,3.07,0.033,transit,Not Specified,245.3,0.46,3655,"Host star also known as LP 358–499, 4 planets in system[42]",245.3,0.639,0.117,0.46,3655,28.7001,"(-0.00354, 5.905]"
K2-133c [ru],0.639,0.132,4.87,0.045,transit,Not Specified,245.3,0.46,3655,"Host star also known as LP 358–499, 4 planets in system[42]",245.3,0.639,0.132,0.46,3655,32.3796,"(-0.00354, 5.905]"
K2-133d [ru],0.639,0.18,11.02,0.077,transit,Not Specified,245.3,0.46,3655,"Host star also known as LP 358–499, 4 planets in system[42]",245.3,0.639,0.18,0.46,3655,44.154,"(-0.00354, 5.905]"
K2-135b,0.639,0.156,1.21,0.02,transit,Not Specified,98.8,0.66,4255,[43],98.8,0.639,0.156,0.66,4255,15.4128,"(-0.00354, 5.905]"
K2-135c,0.639,0.121,3.65,0.042,transit,Not Specified,98.8,0.66,4255,[43],98.8,0.639,0.121,0.66,4255,11.9548,"(-0.00354, 5.905]"
K2-135d,0.639,0.187,6.2,0.06,transit,Not Specified,98.8,0.66,4255,[43],98.8,0.639,0.187,0.66,4255,18.4756,"(-0.00354, 5.905]"
K2-139b,0.387,0.808,28.38,0.179,transit,Not Specified,496,1.8,5340,[47],496,0.387,0.808,1.8,5340,400.768,"(-0.00354, 5.905]"
K2-140b,0.211,1.093,6.57,0.0687,transit,Not Specified,1110,1,5705,[48],1110,0.211,1.093,1,5705,1213.23,"(-0.00354, 5.905]"
K2-141b,0.016,0.135,0.28,0.00716,transit,Not Specified,202.2,0.708,4599,[49][50],202.2,0.016,0.135,0.708,4599,27.297,"(-0.00354, 5.905]"
K2-146b,0.639,0.196,2.64,0.0266,transit,Not Specified,259.2,0.358,3385,[39],259.2,0.639,0.196,0.358,3385,50.8032,"(-0.00354, 5.905]"
K2-147b,0.639,0.123,0.96,0.0159,transit,Not Specified,296.1,0.583,3672,[39] Also called EPIC 213715787[51],296.1,0.639,0.123,0.583,3672,36.4203,"(-0.00354, 5.905]"
K2-148b,0.639,0.119,4.38,0.0454,transit,Not Specified,407.4,0.65,4079,[39],407.4,0.639,0.119,0.65,4079,48.4806,"(-0.00354, 5.905]"
K2-148c,0.639,0.154,6.92,0.0616,transit,Not Specified,407.4,0.65,4079,[39],407.4,0.639,0.154,0.65,4079,62.7396,"(-0.00354, 5.905]"
K2-148d,0.639,0.146,9.76,0.0774,transit,Not Specified,407.4,0.65,4079,[39],407.4,0.639,0.146,0.65,4079,59.4804,"(-0.00354, 5.905]"
K2-149b,0.639,0.146,11.33,0.083,transit,Not Specified,404.8,0.595,3745,[39],404.8,0.639,0.146,0.595,3745,59.1008,"(-0.00354, 5.905]"
K2-150b,0.639,0.178,10.59,0.0727,transit,Not Specified,335.2,0.457,3499,[39],335.2,0.639,0.178,0.457,3499,59.6656,"(-0.00354, 5.905]"
K2-151b,0.639,0.12,3.84,0.0365,transit,Not Specified,227.1,0.44,3585,[39],227.1,0.639,0.12,0.44,3585,27.252,"(-0.00354, 5.905]"
K2-152b,0.639,0.204,32.65,0.1716,transit,Not Specified,354.8,0.63,4044,[39],354.8,0.639,0.204,0.63,4044,72.3792,"(-0.00354, 5.905]"
K2-153b,0.639,0.178,7.52,0.0614,transit,Not Specified,468.7,0.55,3845,[39],468.7,0.639,0.178,0.55,3845,83.4286,"(-0.00354, 5.905]"
K2-154b,0.639,0.178,3.68,0.0405,transit,Not Specified,423.5,0.65,4097,[39],423.5,0.639,0.178,0.65,4097,75.383,"(-0.00354, 5.905]"
K2-154c,0.639,0.185,7.95,0.0677,transit,Not Specified,423.5,0.65,4097,[39],423.5,0.639,0.185,0.65,4097,78.3475,"(-0.00354, 5.905]"
KELT-9b,2.88,1.891,1.48,0.03462,transit,Not Specified,615.5,2.52,10170,Hottest confirmed exoplanet[52],615.5,2.88,1.891,2.52,10170,1163.9105,"(-0.00354, 5.905]"
KELT-19Ab,0.639,1.91,4.61,0.0637,transit,Not Specified,950,1.62,7500,[54],950,0.639,1.91,1.62,7500,1814.5,"(-0.00354, 5.905]"
KELT-20b,0.639,1.741,3.47,0.0542,transit,Not Specified,455.6,1.76,8720,[55] Also known as MASCARA-2b[56],455.6,0.639,1.741,1.76,8720,793.1996,"(-0.00354, 5.905]"
KELT-21b,3.91,1.586,3.61,0.05224,transit,Not Specified,1557,1.458,7598,[57],1557,3.91,1.586,1.458,7598,2469.402,"(-0.00354, 5.905]"
Kepler-19d,0.0708,0.213,62.95,0.098,radial vel.,Not Specified,6910,0.94,5541,[58],6910,0.0708,0.213,0.94,5541,1471.83,"(-0.00354, 5.905]"
Kepler-80g,0.639,0.101,14.65,0.098,transit,Not Specified,1160,0.73,4540,[59],1160,0.639,0.101,0.73,4540,117.16,"(-0.00354, 5.905]"
Kepler-90i,0.639,0.118,14.45,0.098,transit,Not Specified,2540,1.2,6080,[59],2540,0.639,0.118,1.2,6080,299.72,"(-0.00354, 5.905]"
Kepler-150 f,0.639,0.325,637.21,1.24,transit,Not Specified,2980,0.96,5560,[60],2980,0.639,0.325,0.96,5560,968.5,"(-0.00354, 5.905]"
Kepler-1650b,0.639,0.0856,1.54,0.098,transit,Not Specified,393,0.33,3410,[62],393,0.639,0.0856,0.33,3410,33.6408,"(-0.00354, 5.905]"
Kepler-1651b,0.639,0.164,9.88,0.098,transit,Not Specified,226,0.52,3713,[62],226,0.639,0.164,0.52,3713,37.064,"(-0.00354, 5.905]"
Kepler-1652b,0.639,0.143,38.1,0.1654,transit,Not Specified,822,0.4,3638,[63],822,0.639,0.143,0.4,3638,117.546,"(-0.00354, 5.905]"
Kepler-1653b [it],0.639,0.194,140.25,0.4706,transit,Not Specified,2460,0.72,4807,[63],2460,0.639,0.194,0.72,4807,477.24,"(-0.00354, 5.905]"
LHS 1140 b,0.0209,0.128,24.74,0.0875,transit,Not Specified,40.7,0.18,3216,Potentially habitable exoplanet[64],40.7,0.0209,0.128,0.18,3216,5.2096,"(-0.00354, 5.905]"
MASCARA-1b,3.7,1.5,2.15,0.043,transit,Not Specified,615.5,1.72,7554,[65],615.5,3.7,1.5,1.72,7554,923.25,"(-0.00354, 5.905]"
MOA-2010-BLG-117Lb,0.54,0.213,2369,2.9,microlensing,Not Specified,11400,0.58,4000,[66],11400,0.54,0.213,0.58,4000,2428.2,"(-0.00354, 5.905]"
NGTS-1b,0.812,1.33,2.65,0.0326,transit,Not Specified,731,0.617,3916,Largest exoplanet in relation to its star[71],731,0.812,1.33,0.617,3916,972.23,"(-0.00354, 5.905]"
OGLE-2016-BLG-1190Lb,13.38,0.213,1224,2.17,microlensing,Not Specified,22100,0.88,5576,Extremely massive; possible brown dwarf[76],22100,13.38,0.213,0.88,5576,4707.3,"(-0.00354, 5.905]"
OGLE-2017-BLG-0173Lb,0.0103,0.213,4493,3.9,microlensing,Not Specified,15700,0.4,3500,Atypical lensing event[79] Not an OGLE-2011-BLG-0173Lb!,15700,0.0103,0.213,0.4,3500,3344.1,"(-0.00354, 5.905]"
PSR B0329+54 b,0.0062,0.213,10140,10.26,timing,Not Specified,1600,1.44,5576,Dubious[80],1600,0.0062,0.213,1.44,5576,340.8,"(-0.00354, 5.905]"
PSR J2322-2650 b,0.7949,0.213,0.32,0.0102,timing,Not Specified,750,1.4,5576,[81],750,0.7949,0.213,1.4,5576,159.75,"(-0.00354, 5.905]"
Qatar-6b,0.668,1.062,3.51,0.0423,transit,Not Specified,330,0.822,5052,[82],330,0.668,1.062,0.822,5052,350.46,"(-0.00354, 5.905]"
Ross 128 b,0.0044,0.213,9.87,0.0496,radial vel.,Not Specified,11,0.17,3192,[83],11,0.0044,0.213,0.17,3192,2.343,"(-0.00354, 5.905]"
SAND978 b,2.18,0.213,511.21,0.098,radial vel.,Not Specified,2051.3,1.37,4200,"[84] Red giant host star, belonging to M67, is also known as NGC 2682 108",2051.3,2.18,0.213,1.37,4200,436.9269,"(-0.00354, 5.905]"
TAP 26 b,1.66,0.213,10.79,0.0968,radial vel.,Not Specified,480,1.04,4620,Host star also known as V1069 Tauri[85],480,1.66,0.213,1.04,4620,102.24,"(-0.00354, 5.905]"
Tau Ceti g,0.00551,0.213,20,0.133,radial vel.,Not Specified,12,0.78,5576,[86],12,0.00551,0.213,0.78,5576,2.556,"(-0.00354, 5.905]"
Tau Ceti h,0.00576,0.213,49.41,0.243,radial vel.,Not Specified,12,0.78,5576,[86],12,0.00576,0.213,0.78,5576,2.556,"(-0.00354, 5.905]"
TRAPPIST-1e,0.00195,0.082,6.1,0.02817,transit,Not Specified,39,0.08,2559,Potentially habitable exoplanet[87],39,0.00195,0.082,0.08,2559,3.198,"(-0.00354, 5.905]"
TRAPPIST-1f,0.00214,0.093,9.21,0.0371,transit,Not Specified,39,0.08,2559,Potentially habitable exoplanet[87],39,0.00214,0.093,0.08,2559,3.627,"(-0.00354, 5.905]"
TRAPPIST-1g,0.00422,0.101,12.35,0.0451,transit,Not Specified,39,0.08,2559,Potentially habitable exoplanet[87],39,0.00422,0.101,0.08,2559,3.939,"(-0.00354, 5.905]"
TRAPPIST-1h,0.639,0.067,20,0.063,transit,Not Specified,39,0.08,2559,[87],39,0.639,0.067,0.08,2559,2.613,"(-0.00354, 5.905]"
TYC 4282-605-1 b,10.78,0.213,101.54,0.422,radial vel.,Not Specified,2300,0.97,4300,[88],2300,10.78,0.213,0.97,4300,489.9,"(-0.00354, 5.905]"
WASP-91b,1.34,1.03,2.8,0.037,transit,Not Specified,490,0.84,4920,[89],490,1.34,1.03,0.84,4920,504.7,"(-0.00354, 5.905]"
WASP-151b,0.31,1.13,4.53,0.055,transit,Not Specified,1570,1.01,5871,[90] Host star also known as K2-134,1570,0.31,1.13,1.01,5871,1774.1,"(-0.00354, 5.905]"
WASP-153b,0.39,1.55,3.33,0.048,transit,Not Specified,1400,1.34,5914,[90],1400,0.39,1.55,1.34,5914,2170,"(-0.00354, 5.905]"
WASP-156b,0.128,0.51,3.84,0.0453,transit,Not Specified,460,0.84,4910,[90] Host star also known as TOI-465,460,0.128,0.51,0.84,4910,234.6,"(-0.00354, 5.905]"
WASP-167b,0.639,1.58,2.02,0.0365,transit,Not Specified,1240,1.59,7000,Host star also known as KELT-13[91],1240,0.639,1.58,1.59,7000,1959.2,"(-0.00354, 5.905]"
YZ Ceti b,0.0024,0.213,1.97,0.01634,radial vel.,Not Specified,12.1,0.13,3056,[92],12.1,0.0024,0.213,0.13,3056,2.5773,"(-0.00354, 5.905]"
YZ Ceti c,0.00308,0.213,3.06,0.02156,radial vel.,Not Specified,12.1,0.13,3056,[92],12.1,0.00308,0.213,0.13,3056,2.5773,"(-0.00354, 5.905]"
YZ Ceti d,0.00359,0.213,4.66,0.02851,radial vel.,Not Specified,12.1,0.13,3056,[92],12.1,0.00359,0.213,0.13,3056,2.5773,"(-0.00354, 5.905]"
24 Boötis b,0.91,0.213,30.35,0.19,radial vel.,Not Specified,313.9,0.99,4893,[3],313.9,0.91,0.213,0.99,4893,66.8607,"(-0.00354, 5.905]"
40 Eridani Ab,0.0266,0.213,42.38,0.219,radial vel.,Not Specified,16.4,0.78,5072,[4],16.4,0.0266,0.213,0.78,5072,3.4932,"(-0.00354, 5.905]"
Barnard's Star b,0.0102,0.122,232.8,0.404,radial vel.,Not Specified,6,0.144,3134,[5],6,0.0102,0.122,0.144,3134,0.732,"(-0.00354, 5.905]"
COROT-20c,17,0.213,1675,2.9,radial vel.,Not Specified,2819,1.14,6050,Brown dwarf (possibly)[6],2819,17,0.213,1.14,6050,600.447,"(-0.00354, 5.905]"
DE Canum Venaticorum b,12,0.213,4098.1,5.75,timing,Not Specified,99.6,0.51,5576,[7],99.6,12,0.213,0.51,5576,21.2148,"(-0.00354, 5.905]"
Gamma Librae b,1.02,0.213,415.2,1.24,radial vel.,Not Specified,154.7,1.47,4822,[3],154.7,1.02,0.213,1.47,4822,32.9511,"(-0.00354, 5.905]"
Gamma Librae c,4.58,0.213,964.6,2.17,radial vel.,Not Specified,154.7,1.47,4822,[3],154.7,4.58,0.213,1.47,4822,32.9511,"(-0.00354, 5.905]"
Gliese 15 Ac,0.11,0.213,7600,5.4,radial vel.,Not Specified,11.6,0.38,3567,[8],11.6,0.11,0.213,0.38,3567,2.4708,"(-0.00354, 5.905]"
Gliese 96 b,0.06186,0.213,73.94,0.291,radial vel.,Not Specified,38.9,0.6,3785,[9],38.9,0.06186,0.213,0.6,3785,8.2857,"(-0.00354, 5.905]"
Gliese 143 b,0.09637,0.228,35.59,0.1932,transit,Not Specified,53.2,0.76,5576,[10],53.2,0.09637,0.228,0.76,5576,12.1296,"(-0.00354, 5.905]"
Gliese 1132 c,0.00831,0.213,8.93,0.0476,radial vel.,Not Specified,41.2,0.181,3270,[11],41.2,0.00831,0.213,0.181,3270,8.7756,"(-0.00354, 5.905]"
Gliese 1265 b,0.023,0.213,3.65,0.026,radial vel.,Not Specified,33.4,0.18,3236,Host star also known as LP 819-052[12],33.4,0.023,0.213,0.18,3236,7.1142,"(-0.00354, 5.905]"
Gliese 3779 b,0.025,0.213,3.02,0.026,radial vel.,Not Specified,44.8,0.27,3324,Host star also known as Ross 1020[12],44.8,0.025,0.213,0.27,3324,9.5424,"(-0.00354, 5.905]"
HAT-P-11c,1.6,0.213,3407,4.13,radial vel.,Not Specified,123.3,0.809,4780,[13],123.3,1.6,0.213,0.809,4780,26.2629,"(-0.00354, 5.905]"
HATS-39b,0.63,1.57,4.58,0.06007,transit,Not Specified,2910,1.379,6572,[14],2910,0.63,1.57,1.379,6572,4568.7,"(-0.00354, 5.905]"
HATS-40b,1.59,1.58,3.26,0.04997,transit,Not Specified,4550,1.561,6460,[14],4550,1.59,1.58,1.561,6460,7189,"(-0.00354, 5.905]"
HATS-41b [ru],9.7,1.33,4.19,0.0583,transit,Not Specified,2457,1.496,6424,[14],2457,9.7,1.33,1.496,6424,3267.81,"(-0.00354, 5.905]"
HATS-42b,1.88,1.4,2.29,0.03689,transit,Not Specified,2672,1.273,6060,[14],2672,1.88,1.4,1.273,6060,3740.8,"(-0.00354, 5.905]"
HATS-54b,0.753,1.015,2.54,0.037,transit,Not Specified,2350,1.05,5621,[15] Host star also known as NGTS-22[16],2350,0.753,1.015,1.05,5621,2385.25,"(-0.00354, 5.905]"
HATS-55b,0.921,1.251,4.2,0.05412,transit,Not Specified,2034,1.2,6214,[15],2034,0.921,1.251,1.2,6214,2544.534,"(-0.00354, 5.905]"
HATS-56b,0.602,1.688,4.32,0.06043,transit,Not Specified,1882,1.57,6536,[15],1882,0.602,1.688,1.57,6536,3176.816,"(-0.00354, 5.905]"
HATS-57b,3.147,1.139,2.35,0.03493,transit,Not Specified,913,1.03,5587,[15],913,3.147,1.139,1.03,5587,1039.907,"(-0.00354, 5.905]"
HATS-58Ab,1.03,1.095,4.22,0.05798,transit,Not Specified,1605,1.46,7175,[15],1605,1.03,1.095,1.46,7175,1757.475,"(-0.00354, 5.905]"
HATS-59b,0.806,1.126,5.42,0.06112,transit,Not Specified,2140,1.04,5670,[17],2140,0.806,1.126,1.04,5670,2409.64,"(-0.00354, 5.905]"
HATS-59c,12.7,0.213,1422,2.504,radial vel.,Not Specified,2140,1.04,5670,[17],2140,12.7,0.213,1.04,5670,455.82,"(-0.00354, 5.905]"
HATS-60b,0.662,1.153,3.56,0.04708,transit,Not Specified,1609,1.097,5688,[18],1609,0.662,1.153,1.097,5688,1855.177,"(-0.00354, 5.905]"
HATS-61b,3.4,1.195,7.82,0.07908,transit,Not Specified,2262,1.08,5542,[18],2262,3.4,1.195,1.08,5542,2703.09,"(-0.00354, 5.905]"
HATS-62b,0.179,1.055,3.28,0.04163,transit,Not Specified,1731,0.9,5416,[18],1731,0.179,1.055,0.9,5416,1826.205,"(-0.00354, 5.905]"
HATS-63b,0.96,1.207,3.06,0.04026,transit,Not Specified,2070,0.93,5627,[18],2070,0.96,1.207,0.93,5627,2498.49,"(-0.00354, 5.905]"
HATS-64b,0.96,1.679,4.91,0.06562,transit,Not Specified,3640,1.56,6554,[18],3640,0.96,1.679,1.56,6554,6111.56,"(-0.00354, 5.905]"
HATS-65b,0.821,1.501,3.11,0.04497,transit,Not Specified,1631,1.26,6277,[18],1631,0.821,1.501,1.26,6277,2448.131,"(-0.00354, 5.905]"
HATS-66b,5.33,1.411,3.14,0.04714,transit,Not Specified,5040,1.41,6625,[18],5040,5.33,1.411,1.41,6625,7111.44,"(-0.00354, 5.905]"
HATS-67b,1.45,1.685,1.61,0.03032,transit,Not Specified,3219,1.44,6594,[18],3219,1.45,1.685,1.44,6594,5424.015,"(-0.00354, 5.905]"
HATS-68b,1.29,1.232,3.59,0.05071,transit,Not Specified,2004,1.35,6147,[18],2004,1.29,1.232,1.35,6147,2468.928,"(-0.00354, 5.905]"
HATS-69b,0.577,0.945,2.23,0.03211,transit,Not Specified,1368,0.89,5137,[18],1368,0.577,0.945,0.89,5137,1292.76,"(-0.00354, 5.905]"
HATS-70b,12.9,1.384,1.89,0.03632,transit,Not Specified,4263,0.81,1.08,[19],4263,12.9,1.384,0.81,1.08,5899.992,"(-0.00354, 5.905]"
HD 1397 b [id],0.415,1.026,11.54,0.1097,transit,Not Specified,260.1,1.324,5521,[20][21],260.1,0.415,1.026,1.324,5521,266.8626,"(-0.00354, 5.905]"
HD 2685 b [id],1.17,1.44,4.13,0.0568,transit,Not Specified,645.7,1.43,6801,[22],645.7,1.17,1.44,1.43,6801,929.808,"(-0.00354, 5.905]"
HD 4917 b,1.615,1.224,400.5,1.167,radial vel.,Not Specified,670.1,1.32,4802,Two additional planets in system are suspected[23],670.1,1.615,1.224,1.32,4802,820.2024,"(-0.00354, 5.905]"
HD 13167 b,3.31,1.167,2613,4.1,radial vel.,Not Specified,487.8,1.35,5671,[23][24],487.8,3.31,1.167,1.35,5671,569.2626,"(-0.00354, 5.905]"
HD 14787 b,1.121,1.25,676.6,1.7,radial vel.,Not Specified,389.9,1.43,4946,[23],389.9,1.121,1.25,1.43,4946,487.375,"(-0.00354, 5.905]"
HD 18015 b,3.18,1.17,2278,3.87,radial vel.,Not Specified,405.2,1.49,5603,[23],405.2,3.18,1.17,1.49,5603,474.084,"(-0.00354, 5.905]"
HD 23472 b,0.05638,0.179,17.67,0.121,transit,Not Specified,127.5,0.67,4684,[10][25],127.5,0.05638,0.179,0.67,4684,22.8225,"(-0.00354, 5.905]"
HD 23472 c,0.05405,0.167,29.62,0.17,transit,Not Specified,127.5,0.67,4684,[10][25],127.5,0.05405,0.167,0.67,4684,21.2925,"(-0.00354, 5.905]"
HD 33142 c,5.97,0.213,834,0.098,radial vel.,Not Specified,37.3,1.78,5009,Marginal detection[23],37.3,5.97,0.213,1.78,5009,7.9449,"(-0.00354, 5.905]"
HD 55696 b,3.87,0.213,1827,3.18,radial vel.,Not Specified,255,1.29,6012,[26],255,3.87,0.213,1.29,6012,54.315,"(-0.00354, 5.905]"
HD 72490 b,1.768,1.218,858,1.88,radial vel.,Not Specified,413.5,1.21,4934,[23],413.5,1.768,1.218,1.21,4934,503.643,"(-0.00354, 5.905]"
HD 72490 c,4.5,0.213,3878,5.22,radial vel.,Not Specified,224,1.26,4867,[23],224,4.5,0.213,1.26,4867,47.712,"(-0.00354, 5.905]"
